"MAC","Hersteller","Straße", "Ort", "Land"
"148477","New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District","Hangzhou  Zhejiang  310052","CN"
"14962D","New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District","Hangzhou  Zhejiang  310052","CN"
"C4A64E","Quectel Wireless Solutions Co.,Ltd.","7th Floor, Hongye Building, No.1801 Hongmei Road, Xuhui District","Shanghai    200233","CN"
"D858C6","Katch Asset Tracking Pty Limited","98 Riley St","Darlinghurst   NSW  2010","AU"
"2CC6A0","Lumacron Technology Ltd.","4 Pitreavie Court, Pitreavie Business Park","Dunfermline  Fife  KY11 8UU","GB"
"7066B9","Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone","Dongguan  Guangdong  523808","CN"
"C4A1AE","Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone","Dongguan  Guangdong  523808","CN"
"486F33","KYUNGWOO.SYSTEM, INC.","68, Digital-ro 9-gil, Geumcheon-gu, Seoul, Republic of Korea","Seoul    08512","KR"
"086195","Rockwell Automation","1 Allen-Bradley Dr.","Mayfield Heights  OH  44124-6118","US"
"24BBC9","Shenzhen SuperElectron Technology Co.,Ltd.","1213-1214, haosheng business center, dongbin road, nanshan street, nanshan district, shenzhen city","Shenzhen  Guangdong  518000","CN"
"0000BC","Rockwell Automation","1 Allen-Bradley Dr.","Mayfield Heights  OH  44124-6118","US"
"FCD749","Amazon Technologies Inc.","P.O Box 8102","Reno  NV  89507","US"
"2C9682","MitraStar Technology Corp.","No. 6, Innovation Road II,","Hsinchu    300","TW"
"A87116","Earda Technologies co Ltd","Block A,Lianfeng Creative Park, #2 Jisheng Rd., Nansha District","Guangzhou  Guangdong  511455","CN"
"E8EBDD","Guangzhou Qingying Acoustics Technology Co., Ltd","Room 905, 863 Industrialization Promotion Center, Guangzhou Private Science Park, Taihe Town, Baiyun District","Guangzhou  Guangdong  510000","CN"
"548C81","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"244845","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"0050CA","DZS Inc.","680 CENTRAL AVENUE - STE. #301","DOVER  NH  03820","US"
"74EE8D","Apollo Intelligent Connectivity (Beijing) Technology Co., Ltd.","Baidu Technology Park Building No.2 No.10 Xibeiwang East Road Haidian District","BeiJing  BeiJing  100193","CN"
"000351","Diebold Nixdorf","5995 Mayfair Road","North Canton  OH  44720","US"
"F09FC2","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"802AA8","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"ECC89C","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"8CE748","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.469,Jianghui Road","Hangzhou  Zhejiang  310052","CN"
"2428FD","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"ACB92F","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"D4E853","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"240F9B","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"C06DED","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"2432AE","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"E0BAAD","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"E0CA3C","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"DC07F8","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"64DB8B","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"94E1AC","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"5803FB","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"4447CC","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"98DF82","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.555 Qianmo Road","Hangzhou  Zhejiang  310052","CN"
"788A20","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"7483C2","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"E063DA","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"245A4C","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"602232","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"E43883","Ubiquiti Inc","685 Third Avenue, 27th Floor","New York  NY  New York NY 10017","US"
"C056E3","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.469,Jianghui Road","Hangzhou  Zhejiang  310052","CN"
"BCAD28","Hangzhou Hikvision Digital Technology Co.,Ltd.","No.469,Jianghui Road","Hangzhou  Zhejiang  310052","CN"
"88B6BD","Flaircomm Microelectronics, Inc.","7F, Guomai Building, Guomai Science and Technology Park,116 Jiangbin East Avenue, Mawei District","Fuzhou  Fujian  350015","CN"
"BC49B2","SHENZHEN ALONG COMMUNICATION TECH CO., LTD","Room1301,ZHENYEInternationalBusinessCenter,QIANHAIRoad,NANSHAN District,SHENZHEN,PRCTEL","SHENZHEN    518000","CN"
"9497AE","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"0CBD75","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"AC9073","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"FC1D3A","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"E4BEFB","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"58F8D7","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"40A677","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"D818D3","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"F04B3A","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"C042D0","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"001BC0","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"44ECCE","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"CCE194","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"788CB5","TP-Link Corporation Limited","Room 901,9/F.New East Ocean Centre, 9 Science Museum Road","Tsim Sha Tsui  Kowloon  999077","HK"
"288A1C","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"84B59C","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"5C4527","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"EC3EF7","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"204E71","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"D404FF","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"002159","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"00239C","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"50C58D","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"28C0DA","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"84C1C1","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"7CE2CA","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"48814E","E&M SOLUTION CO,.Ltd","#813-ho, 555, Byeolmang-ro","Ansan-si  Danwon-gu  15434","KR"
"7C4D8F","HP Inc.","10300 Energy Dr","Spring  TX  77389","US"
"9CCBF7","CLOUD STAR TECHNOLOGY CO., LTD.","13F.-1, No. 167, Wenqing Rd  Guishan Dist","Taoyuan City  Taoyuan  333613","TW"
"74D558","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"B8EA98","Xiaomi Communications Co Ltd","#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road","Beijing  Haidian District  100085","CN"
"10C4CA","HUMAX Co., Ltd.","HUMAX Village, 216, Hwangsaeul-ro, Bu","Seongnam-si  Gyeonggi-do  463-875","KR"
"F46412","Sony Interactive Entertainment Inc.","1-7-1 Konan","Minato-ku  Tokyo  108-0075","JP"
"3CF9F0","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen   guangdong  518057","CN"
"6877DA","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen   guangdong  518057","CN"
"8858BE","kuosheng.com","Room 103, Building 15 of Headquarters Center, No. 555, North Panyu Ave","Guangzhou  Guangdong  511493","CN"
"E45D37","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"94F7AD","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"784F9B","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"88D98F","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"78507C","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"F07CC7","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"AC800A","Sony Corporation","Sony City Osaki 2-10-1","Shinagawa-ku   Tokyo  141-8610","JP"
"58C935","Chiun Mai Communication System, Inc","No.4, Minsheng St., Tucheng District","New Taipei City    23678","TW"
"E030F9","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"4C734F","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"D45A3F","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"04698F","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"000585","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"889009","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"00CC34","Juniper Networks","1133 Innovation Way","Sunnyvale  CA  94089","US"
"1C3B62","HMD Global Oy","Bertel Jungin aukio 9","Espoo    02600","FI"
"A4A528","Sichuan Tianyi Comheart Telecom Co.,LTD","No.198,First Section,Snow Mountain Avenue, Jinyuan Town, Dayi County","Chengdu  Sichuan  611330","CN"
"E878EE","New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District","Hangzhou  Zhejiang  310052","CN"
"ECA7AD","Barrot Technology Co.,Ltd.","A1009,Block A,Jia Hua Building,No.9 Shangdi 3rd Street,Haidian District,Beijing","beijing  beijing  100000","CN"
"00302B","Inalp Solutions AG","Badenerstrasse 13","Brugg    5200","CH"
"7473B4","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"A4FC14","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"A81AF1","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"705846","Trig Avionics Limited","Heriot Watt Research Park","Edinburgh    EH14 4AP","GB"
"0891A3","Amazon Technologies Inc.","P.O Box 8102","Reno  NV  89507","US"
"0CD923","GOCLOUD Networks(GAOKE Networks)","Room 5-301-A02, No. 3000,  Longdong Road","Pudong  Shanghai  201203","CN"
"44DBD2","YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD.","309, 3th Floor, No.16, Yun Ding North Road, Huli District","xiamen  Fujian  361015","CN"
"F0748D","Ruijie Networks Co.,LTD","No. 2, 7th floor, xingwangruijie, haixi hi-tech industrial park, high-tech zone, fuzhou city","Fuzhou  Fujian  350002","CN"
"CC08FA","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"909B6F","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"E0DCA0","Siemens Industrial Automation Products Ltd., Chengdu","Tianyuan Road 99","Cheng Du  Si Chuan  611731","CN"
"9CDBAF","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"0C2E57","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"E8D775","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"84398F","Fortinet, Inc.","899 Kifer Road","Sunnyvale    94086","US"
"B4EDD5","Quectel Wireless Solutions Co.,Ltd.","7th Floor, Hongye Building, No.1801 Hongmei Road, Xuhui District","Shanghai    200233","CN"
"5C64F1","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"B838EF","ADVA Optical Networking Ltd.","ADVAntage House","York    YO30 4RY","GB"
"64EC65","vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an","Dongguan  Guangdong  523860","CN"
"F42462","Selcom Electronics (Shanghai) Co., Ltd","A7/A24 No.5399, Waiqingsong Road, Qing Pu","Shanghai  Shanghai  201707","CN"
"F4A17F","Marquardt Electronics Technology (Shanghai) Co.Ltd","No. 650 Qingda Road, Heqing Industrial Zone, Shanghai","Shanghai    201201","CN"
"48BCE1","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"F83C80","MITSUMI ELECTRIC CO.,LTD.","2-11-2, Tsurumaki","Tama-shi  Tokyo  206-8567","JP"
"D83ADD","Raspberry Pi Trading Ltd","Maurice Wilkes Building, Cowley Road","Cambridge    CB4 0DS","GB"
"70F8AE","Microsoft Corporation","One Microsoft Way","REDMOND  WA  98052","US"
"000F2A","Cableware Electronics","1702 Western Ave.","Las Vegas  Nevada  89102","US"
"2CD1C6","Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari","Nagaokakyo-shi  Kyoto  617-8555","JP"
"084218","Asyril SA","Z.I. du Vivier 22","Villaz-St-Pierre   Fribourg  1690","CH"
"D85B22","Shenzhen Hohunet Technology Co., Ltd","8th floor, block a, Huahan technology building, No.16, Langshan Road, North District, Science Park, Nanshan District, Shenzhen","Shenzhen  Gongdong  518000","CN"
"D0D003","Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu","Suwon  Gyeonggi-Do  16677","KR"
"5C76D5","Nokia","600 March Road","Kanata  Ontario  K2K 2E6","CA"
"8C7A00","Nokia","600 March Road","Kanata  Ontario  K2K 2E6","CA"
"B85CEE","Baidu Online Network Technology (Beijing) Co., Ltd","Baidu Campus, No.10 Shangdi 10th Street, Haidian District","Beijing    100085","CN"
"28B5E8","Texas Instruments","12500 TI Blvd","Dallas  TX  75243","US"
"08C3B3","TCL King Electrical Appliances(Huizhou)Co.,Ltd","B Area, 10th floor, TCL multimedia Building, TCL International E City, #1001 Zhonshanyuan road,Shenzhen","guangdong  China  518058","CN"
"204569","ITEL MOBILE LIMITED","RM B3 & B4 BLOCK B, KO FAI INDUSTRIAL BUILDING  NO.7 KO FAI ROAD, YAU TONG, KLN, H.K","Hong Kong  KOWLOON  999077","HK"
"D46352","Vutility Inc.","126 W Sego Lily Ste 150","Sandy  UT  84070","US"
"505A65","AzureWave Technology Inc.","8F., No. 94, Baozhong Rd., Xindian Dist.","New Taipei City    23144","TW"
"C4A559","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"BC64D9","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"2CAB33","Texas Instruments","12500 TI Blvd","Dallas  TX  75243","US"
"DCAC6F","Everytale Inc","2093 Philadelphia Pike #2211","Claymont  DE  19703","US"
"F41532","PETAiO (NanJing), Inc.","17 / F, block A, Weien building, No. 73 Huachuang Road, Yan Chuang Park, Jiang Bei New Area","Nanjing  Jiangsu  211800","CN"
"301F48","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen   guangdong  518057","CN"
"7CC74A","Fiberhome Telecommunication Technologies Co.,LTD","No.5 DongXin Road","Wuhan  Hubei  430074","CN"
"38FC34","Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone","Dongguan  Guangdong  523808","CN"
"3CF692","Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone","Dongguan  Guangdong  523808","CN"
"940EE7","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"A8B271","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"6405E4","ALPSALPINE CO,.LTD","nishida 6-1","kakuda-City  Miyagi-Pref  981-1595","JP"
"6C0C9A","Amazon Technologies Inc.","P.O Box 8102","Reno  NV  89507","US"
"CC00F1","Sagemcom Broadband SAS","250, route de l'Empereur","Rueil Malmaison Cedex  hauts de seine  92848","FR"
"308216","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"C4A052","Motorola Mobility LLC, a Lenovo Company","222 West Merchandise Mart Plaza","Chicago  IL  60654","US"
"84900A","Arcadyan Corporation","No.8, Sec.2, Guangfu Rd.","Hsinchu City  Hsinchu  30071","TW"
"787689","eero inc.","660 3rd Street","San Francisco  CA  94107","US"
"487706","NXP Semiconductor (Tianjin) LTD.","No.15 Xinghua Avenue, Xiqing Economic Development Area","Tianjin    300385","CN"
"0CCC47","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"5C3E06","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"C828E5","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"8CD0B2","Beijing Xiaomi Mobile Software Co., Ltd","The Rainbow City Office Building, 68 Qinghe Middle Street Haidian District","Beijing  Beijing  100085","CN"
"B0FC88","Sagemcom Broadband SAS","250, route de l'Empereur","Rueil Malmaison Cedex  hauts de seine  92848","FR"
"34873D","Quectel Wireless Solutions Co.,Ltd.","RM501,Building 13,No.99 TianZhou Road,Xuhui District,Shanghai,China","Shanghai  Shanghai  200233","CN"
"C44137","Quectel Wireless Solutions Co.,Ltd.","7th Floor, Hongye Building, No.1801 Hongmei Road, Xuhui District","Shanghai    200233","CN"
"D821DA","SERNET (SUZHOU) TECHNOLOGIES CORPORATION","NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China","Suzhou    215021","CN"
"08F1B3","Cisco Meraki","500 Terry A. Francois Blvd","San Francisco    94158","US"
"BCE8FA","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"10D680","Tendyron Corporation","Tendyron Building,Zhongguancun NO.1 Park,Beiqing Road,Haidian District,Beijing,China","Beijing    100000","CN"
"784946","Cambridge Mobile Telematics, Inc.","One Broadway, 14th Floor","Cambridge  MA  02142","US"
"F41A9C","Xiaomi Communications Co Ltd","#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road","Beijing  Haidian District  100085","CN"
"003E73","Mist Systems, Inc.","1601 South De Anza Blvd, Suite 248","Cupertino  CA  95014","US"
"0CFC18","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"8076C2","GD Midea Air-Conditioning Equipment Co.,Ltd.","Midea Global Innovation Center,Beijiao Town,Shunde","Foshan  Guangdong  528311","CN"
"F04A3D","Bosch Thermotechnik GmbH","Sophienstraße 30-32","Wetzlar    35576","DE"
"941FA2","Wuhan YuXin Semiconductor Co., Ltd.","15F Haida Innovation Plaza, No. 66 of Chuangye Road, Donghu New Technology Development Zone","Wuhan  Hubei  430074","CN"
"6CD199","vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an","Dongguan  Guangdong  523860","CN"
"B49DFD","Shenzhen SDMC Technology CO.,Ltd.","Room 1022, Floor 10, Building A, Customs Building, No. 2, Xin'an 3rd Road, Dalang Community, Xin'an Street, Bao'an District","Shenzhen  GUANGDONG  518101","CN"
"80AB4D","Nokia Solutions and Networks GmbH & Co. KG","Werinherstrasse 91","München  Bavaria  D-81541","DE"
"4CBA7D","Gemtek Technology Co., Ltd.","No.15-1 Zhonghua Road","Hukou  Hsinchu  30352","TW"
"001AEB","Allied Telesis K.K.","No.2 TOC Bldg.","Shinagawa-ku  Tokyo  141-0031","JP"
"DC0682","Accessia Technology Ltd.","Boundary House, Cricket Field Rd","Uxbridge    UB8 1QG","GB"
"44D267","Snorble","PO Box 40","Skillman  NJ  08558","US"
"B0BC7A","Harman/Becker Automotive Systems GmbH","Becker-Göring-Straße 16","Karlsbad  Baden-Württemberg  76307","DE"
